사업장명,업종구분소분류,상세영업상태명,소재지전체주소,도로명전체주소,Reviews,stars,stars_vote_num,n_reviews,n_stars,소재지,법정동
창흥상회편의포차,한식,영업,제주특별자치도 서귀포시 서홍동 267-2번지 ,"제주특별자치도 서귀포시 중산간동로 8052, 1층 (서홍동)",106,5.0,3,0,0.0,서귀포시,서귀포
피자베이대정,패스트푸드,영업,제주특별자치도 서귀포시 대정읍 하모리 870-1번지 ,"제주특별자치도 서귀포시 대정읍 하모이삼로 56, 1층",32,4.3,7,0,0.0,서귀포시,대정
유안이네,한식,영업,제주특별자치도 서귀포시 상예동 4751-1번지 ,"제주특별자치도 서귀포시 일주서로 1287, 1층 (상예동)",333,4.1,7,0,0.0,서귀포시,중문
은희네해장국서귀포,한식,영업,제주특별자치도 서귀포시 토평동 1001-7번지 ,"제주특별자치도 서귀포시 516로 84, 1층 (토평동)",87,4.1,57,0,0.0,서귀포시,서귀포
올레왕갈치,한식,영업,제주특별자치도 서귀포시 서귀동 292-17번지 김상훈피부비뇨기과 ,"제주특별자치도 서귀포시 중앙로42번길 9, 1층 (서귀동)",371,4.5,66,0,0.0,서귀포시,서귀포
남원포구식당신화,한식,영업,제주특별자치도 서귀포시 안덕면 동광리 940-2번지 102호,"제주특별자치도 서귀포시 안덕면 한창로 606, 1층 102호",30,3.6,32,0,0.0,서귀포시,안덕
산지해장국,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 175-4번지 ,"제주특별자치도 서귀포시 성산읍 성산중앙로 30-4, 1층",59,4.7,51,0,0.0,서귀포시,성산
제주로운청해원,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 212-13번지 ,"제주특별자치도 서귀포시 성산읍 신양로 101, 1층",58,3.9,46,0,0.0,서귀포시,성산
만월당,외국요리,영업,제주특별자치도 서귀포시 남원읍 남원리 2336-4 ,제주특별자치도 서귀포시 남원읍 남원체육관로 191,575,3.6,25,0,0.0,서귀포시,남원
네이처캔버스,외국요리,영업,제주특별자치도 서귀포시 남원읍 신례리 829-5번지 ,"제주특별자치도 서귀포시 남원읍 중산간동로 7129, 1층",53,4.7,31,0,0.0,서귀포시,남원
사계생활,외국요리,영업,제주특별자치도 서귀포시 안덕면 사계리 2819-1번지 ,"제주특별자치도 서귀포시 안덕면 산방로 380, 1층",104,4.1,45,0,0.0,서귀포시,안덕
아주르블루,경양식,영업,제주특별자치도 서귀포시 남원읍 남원리 46-1번지 1층 ,"제주특별자치도 서귀포시 남원읍 남원회관로 104, 1층",30,4.6,28,0,0.0,서귀포시,남원
마녀상회,한식,영업,제주특별자치도 서귀포시 대정읍 무릉리 3815-1 제3동 ,제주특별자치도 서귀포시 대정읍 무릉리 3815-1 제3동 ,41,3.7,12,0,0.0,서귀포시,대정
표선우동가게,한식,영업,제주특별자치도 서귀포시 표선면 표선리 670-1번지 ,"제주특별자치도 서귀포시 표선면 표선관정로 105-1, 1층",161,4.2,56,0,0.0,서귀포시,표선
산우,일식,영업,제주특별자치도 서귀포시 대정읍 하모리 2126-15번지 ,"제주특별자치도 서귀포시 대정읍 하모항구로6번길 28, 2층",71,4.3,26,0,0.0,서귀포시,대정
사계치킨,호프,영업,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 112호,"제주특별자치도 서귀포시 안덕면 사계남로216번길 31, B동 1층 112호",92,4.8,12,0,0.0,서귀포시,안덕
서귀포시 축협청정제주촌,한식,영업,제주특별자치도 서귀포시 서호동 1615-10 2층 201호,"제주특별자치도 서귀포시 서호남로 65, 2층 201호 (서호동)",92,4.8,12,0,0.0,서귀포시,서귀포
깔루아,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 126-2번지 1층 105호,"제주특별자치도 서귀포시 안덕면 사계남로216번길 31, 1층 105호",114,4.9,20,0,0.0,서귀포시,안덕
소소식당,한식,영업,제주특별자치도 서귀포시 대포동 1576-1번지 1층 ,"제주특별자치도 서귀포시 대포로 69-12, 1층 (대포동)",52,4.6,51,0,0.0,서귀포시,서귀포
코코마마성산,중식,영업,제주특별자치도 서귀포시 성산읍 성산리 140-8번지 ,제주특별자치도 서귀포시 성산읍 일출로 258-11,530,3.9,171,0,0.0,서귀포시,성산
세러데이아일랜드,경양식,영업,제주특별자치도 서귀포시 남원읍 남원리 1262번지 ,"제주특별자치도 서귀포시 남원읍 남한로21번길 28, 1층",126,3.9,19,0,0.0,서귀포시,남원
제주호랭이사계,분식,영업,제주특별자치도 서귀포시 안덕면 사계리 2840 ,제주특별자치도 서귀포시 안덕면 사계로 3,110,3.8,41,0,0.0,서귀포시,안덕
서유기마라탕,한식,영업,제주특별자치도 서귀포시 안덕면 서광리 산 24번지 1층 F005동 ,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, F005동 1층",84,4.0,10,0,0.0,서귀포시,안덕
달둥이네식당,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 387-7번지 ,"제주특별자치도 서귀포시 안덕면 사계로114번길 54-26, 1층",42,4.7,13,0,0.0,서귀포시,안덕
키작은삼촌,한식,영업,제주특별자치도 서귀포시 성산읍 고성리 1012-1번지 1층 ,"제주특별자치도 서귀포시 성산읍 일주동로 4304, 1층",36,4.1,30,0,0.0,서귀포시,성산
성산을본갈치,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 296-3 2층 ,"제주특별자치도 서귀포시 성산읍 성산중앙로64번길 5-4, 2층",427,3.7,20,0,0.0,서귀포시,성산
산방산그때그집,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 126-1번지 ,"제주특별자치도 서귀포시 안덕면 사계남로216번길 29, A동 2층 204호",165,4.7,36,0,0.0,서귀포시,안덕
조조모모,일식,영업,제주특별자치도 서귀포시 안덕면 창천리 812-1번지 ,"제주특별자치도 서귀포시 안덕면 난드르로 17, 1층",52,4.3,22,0,0.0,서귀포시,안덕
오르바,경양식,영업,"제주특별자치도 서귀포시 보목동 274-9번지 1,2층 ","제주특별자치도 서귀포시 보목포로 78, 1,2층 (보목동)",86,4.7,88,0,0.0,서귀포시,서귀포
팔미돈가,고기,영업,제주특별자치도 서귀포시 안덕면 사계리 875번지 ,"제주특별자치도 서귀포시 안덕면 사계로 187-3, 제1동 1층",55,4.0,19,0,0.0,서귀포시,안덕
취향의섬,한식,영업,제주특별자치도 서귀포시 남원읍 위미리 49-4번지 ,제주특별자치도 서귀포시 남원읍 태위로398번길 7,33,4.5,38,0,0.0,서귀포시,남원
남쪽바람,한식,영업,제주특별자치도 서귀포시 남원읍 태흥리 1856-1 ,"제주특별자치도 서귀포시 남원읍 태수로143번길 133-4, 1층",30,4.8,14,0,0.0,서귀포시,남원
제주고로,일식,영업,제주특별자치도 서귀포시 대정읍 무릉리 2892-1번지 ,제주특별자치도 서귀포시 대정읍 서삼중로 94,117,4.3,61,0,0.0,서귀포시,대정
삼원정,한식,영업,제주특별자치도 서귀포시 색달동 2285-7번지 1층 ,"제주특별자치도 서귀포시 색달중앙로 44, 1층 (색달동)",67,4.3,14,0,0.0,서귀포시,중문
범식당,일식,영업,제주특별자치도 서귀포시 성산읍 오조리 343번지 2층 ,"제주특별자치도 서귀포시 성산읍 한도로 66, 2층",56,4.3,52,0,0.0,서귀포시,성산
다다익고정육식당,한식,영업,"제주특별자치도 서귀포시 색달동 2137-6번지 , 1층 ","제주특별자치도 서귀포시 색달로 25, 1층 (색달동)",76,3.9,41,0,0.0,서귀포시,중문
미향해장국플레이사계,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 126-2 ,"제주특별자치도 서귀포시 안덕면 사계남로216번길 31, 2층 204,205호",50,4.9,7,0,0.0,서귀포시,안덕
애나의숲브런치카페,카페,영업,제주특별자치도 서귀포시 서귀동 258-1 ,제주특별자치도 서귀포시 중동로48번길 8 (서귀동),37,4.2,24,0,0.0,서귀포시,서귀포
신쭈꾸미제주사계,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 126-2 1층 B동 114호,"제주특별자치도 서귀포시 안덕면 사계남로216번길 31, B동 1층 114호",97,4.6,14,0,0.0,서귀포시,안덕
피자굽는돌하르방,경양식,영업,제주특별자치도 서귀포시 성산읍 성산리 170-13 ,"제주특별자치도 서귀포시 성산읍 성산중앙로19번길 14, 2층",31,4.6,21,0,0.0,서귀포시,성산
이공이시,일식,영업,제주특별자치도 서귀포시 색달동 2822-2 ,"제주특별자치도 서귀포시 중문관광로72번길 29-9, 1층 (색달동)",86,4.8,662,0,0.0,서귀포시,중문
하와이안비치카페,카페,영업,제주특별자치도 서귀포시 성산읍 고성리 559-17 ,"제주특별자치도 서귀포시 성산읍 신양로122번길 57, 2층",51,4.9,54,0,0.0,서귀포시,성산
제미니국수,한식,영업,제주특별자치도 서귀포시 하효동 995-6 ,"제주특별자치도 서귀포시 쇠소깍로 134, 1층 (하효동)",81,4.1,41,0,0.0,서귀포시,서귀포
제주순메밀막국수,한식,영업,제주특별자치도 서귀포시 안덕면 서광리 1413-3 ,"제주특별자치도 서귀포시 안덕면 녹차분재로 60, 1층",450,3.6,83,0,0.0,서귀포시,안덕
매일올레돈,한식,영업,제주특별자치도 서귀포시 서귀동 278-9 ,"제주특별자치도 서귀포시 중앙로62번길 17, 1층 (서귀동)",317,4.4,116,0,0.0,서귀포시,서귀포
카페1950,카페,영업,제주특별자치도 서귀포시 색달동 2864-10 ,"제주특별자치도 서귀포시 중문관광로 90, A동 1층 (색달동)",78,3.7,13,0,0.0,서귀포시,중문
카페갤럭시아,카페,영업,"제주특별자치도 서귀포시 안덕면 사계리 126-1 1,2층 A동 105,206호","제주특별자치도 서귀포시 안덕면 사계남로216번길 29, A동 1,2층 105,206호",279,3.9,21,0,0.0,서귀포시,안덕
제주푸줏간,고기,영업,제주특별자치도 서귀포시 안덕면 동광리 1602 1층 상가동 1102~호,"제주특별자치도 서귀포시 안덕면 신화역사로 423, 상가동 1층 1102~1104호",99,4.1,9,0,0.0,서귀포시,안덕
슌식당,일식,영업,제주특별자치도 서귀포시 성산읍 시흥리 1127 ,제주특별자치도 서귀포시 성산읍 시흥상동로 87,41,4.7,23,0,0.0,서귀포시,성산
용왕난드르음식,한식,영업,제주특별자치도 서귀포시 안덕면 창천리 876-11 ,제주특별자치도 서귀포시 안덕면 대평감산로 8,99,4.3,27,0,0.0,서귀포시,안덕
돈블럭,한식,영업,제주특별자치도 서귀포시 회수동 980 ,"제주특별자치도 서귀포시 천제연로 303, 1층 (회수동)",30,5.0,9,0,0.0,서귀포시,중문
제주물회야시장 횟집학개론,한식,영업,제주특별자치도 서귀포시 대정읍 구억리 981 ,"제주특별자치도 서귀포시 대정읍 영어도시로 26, 1층",303,4.0,62,0,0.0,서귀포시,대정
소규모,한식,영업,제주특별자치도 서귀포시 안덕면 서광리 2092-2 ,제주특별자치도 서귀포시 안덕면 서광남로115번길 12,33,4.7,21,0,0.0,서귀포시,안덕
인스밀,한식,영업,제주특별자치도 서귀포시 대정읍 일과리 1291 ,"제주특별자치도 서귀포시 대정읍 일과대수로27번길 22, 1층",491,3.5,84,0,0.0,서귀포시,대정
신토생선구이식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 2138-1 ,제주특별자치도 서귀포시 대정읍 최남단해안로 31,62,3.6,7,0,0.0,서귀포시,대정
토스카나호텔카라라(carrara),외국요리,영업,제주특별자치도 서귀포시 강정동 3704 ,"제주특별자치도 서귀포시 용흥로66번길 158-7, G동 1층 (강정동)",143,4.2,100,0,0.0,서귀포시,중문
성산포,분식,영업,제주특별자치도 서귀포시 성산읍 성산리 298-23 ,"제주특별자치도 서귀포시 성산읍 한도로 268, 1층",44,3.5,19,0,0.0,서귀포시,성산
하이드어웨이,경양식,영업,제주특별자치도 서귀포시 안덕면 사계리 2032-7 ,"제주특별자치도 서귀포시 안덕면 사계남로 186-8, B동",87,3.7,37,0,0.0,서귀포시,안덕
산방산해물라면오빠네,분식,영업,제주특별자치도 서귀포시 안덕면 사계리 171번지 101호,"제주특별자치도 서귀포시 안덕면 사계남로216번길 24-68, 1층 2호",125,4.0,36,0,0.0,서귀포시,안덕
사계전복,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 933번지 ,제주특별자치도 서귀포시 안덕면 사계로 207,59,3.8,33,0,0.0,서귀포시,안덕
대포칼제비,한식,영업,제주특별자치도 서귀포시 대포동 747번지 ,제주특별자치도 서귀포시 중문관광로 338 (대포동),47,4.6,76,0,0.0,서귀포시,서귀포
론푸드차이나,한식,영업,제주특별자치도 서귀포시 중문동 2035-5번지 ,제주특별자치도 서귀포시 천제연로208번길 3 (중문동),37,4.2,73,0,0.0,서귀포시,중문
카푸치노,카페,영업,제주특별자치도 서귀포시 대정읍 하모리 1407-2번지 ,제주특별자치도 서귀포시 대정읍 동일하모로 211,125,4.0,57,0,0.0,서귀포시,대정
삼이사,한식,영업,제주특별자치도 서귀포시 서귀동 496번지 ,제주특별자치도 서귀포시 명동로 6 (서귀동),145,3.5,15,0,0.0,서귀포시,서귀포
항구식당,일식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-7번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 64,52,4.3,71,0,0.0,서귀포시,대정
부두식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-9번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 62,244,3.7,107,0,0.0,서귀포시,대정
해심갈비,한식,영업,제주특별자치도 서귀포시 중문동 2018-8 ,제주특별자치도 서귀포시 천제연로 203-4 (중문동),92,3.9,83,0,0.0,서귀포시,중문
대포횟집,해산물,영업,제주특별자치도 서귀포시 대포동 2184번지 ,제주특별자치도 서귀포시 대포로 169 (대포동),192,3.8,27,0,0.0,서귀포시,서귀포
한아름식당,한식,영업,제주특별자치도 서귀포시 표선면 세화리 1177-1번지 ,제주특별자치도 서귀포시 표선면 세성로 265,37,4.7,51,0,0.0,서귀포시,표선
그리운바다성산포,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 360-10 ,제주특별자치도 서귀포시 성산읍 성산등용로 94,129,3.9,112,0,0.0,서귀포시,성산
1100고지휴게소,분식,영업,제주특별자치도 서귀포시 색달동 산 1-3번지 ,제주특별자치도 서귀포시 1100로 1555 (색달동),94,3.5,24,0,0.0,서귀포시,중문
대포동산횟집,해산물,영업,제주특별자치도 서귀포시 대포동 2185-1 ,제주특별자치도 서귀포시 이어도로 164 (대포동),88,3.6,12,0,0.0,서귀포시,서귀포
덕승식당,한식,영업,제주특별자치도 서귀포시 대정읍 하모리 770-3번지 ,제주특별자치도 서귀포시 대정읍 하모항구로 66,64,3.6,69,0,0.0,서귀포시,대정
성산일출봉청운식당,일식,영업,제주특별자치도 서귀포시 성산읍 성산리 192-2 ,제주특별자치도 서귀포시 성산읍 일출로 285,171,4.6,592,0,0.0,서귀포시,성산
불막열삼신서귀포,한식,영업,제주특별자치도 서귀포시 강정동 167-3 ,제주특별자치도 서귀포시 신서로48번길 12 (강정동),59,5.0,3,0,0.0,서귀포시,중문
어멍뚝배기,한식,영업,제주특별자치도 서귀포시 서귀동 768번지 ,제주특별자치도 서귀포시 부두로 35 (서귀동),125,4.0,76,0,0.0,서귀포시,서귀포
새만부정,한식,영업,제주특별자치도 서귀포시 서귀동 72번지 ,제주특별자치도 서귀포시 칠십리로 135 (서귀동),50,5.0,44,0,0.0,서귀포시,서귀포
구두미,고기,영업,제주특별자치도 서귀포시 보목동 1289-2번지 ,"제주특별자치도 서귀포시 문필로 71, 1층 (보목동)",64,4.8,62,0,0.0,서귀포시,서귀포
수마,한식,영업,제주특별자치도 서귀포시 성산읍 성산리 142번지 ,제주특별자치도 서귀포시 성산읍 일출로 264-6,110,4.7,105,0,0.0,서귀포시,성산
국수명가,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 142-1 ,제주특별자치도 서귀포시 안덕면 사계남로216번길 47,44,3.9,37,0,0.0,서귀포시,안덕
카페이피엘,카페,영업,"제주특별자치도 서귀포시 남원읍 위미리 3166-1번지 지하1층, 지상1층, 지상2층 ","제주특별자치도 서귀포시 남원읍 위미항구로 8, 지하1층,지상1,2층",35,3.6,69,0,0.0,서귀포시,남원
칠돈가표선직영,일식,영업,제주특별자치도 서귀포시 표선면 표선리 44-3번지 ,제주특별자치도 서귀포시 표선면 표선당포로 13-1,358,3.6,48,0,0.0,서귀포시,표선
신평국수집,분식,영업,제주특별자치도 서귀포시 대정읍 신평리 451-2번지 ,제주특별자치도 서귀포시 대정읍 중산간서로 2634,31,3.7,23,0,0.0,서귀포시,대정
마라도이모네식당,한식,영업,제주특별자치도 서귀포시 대정읍 가파리 731번지 ,제주특별자치도 서귀포시 대정읍 마라로 83,31,3.7,23,0,0.0,서귀포시,대정
인정궁물떡볶이,한식,영업,제주특별자치도 서귀포시 안덕면 사계리 226 몬트마레 지1층 1103호,"제주특별자치도 서귀포시 안덕면 사계북로 192, 몬트마레 지1층 103호",63,4.5,55,0,0.0,서귀포시,안덕
S-Teppanyaki jeju(에스데판야키),일식,영업,제주특별자치도 서귀포시 호근동 1241-9 1층 ,"제주특별자치도 서귀포시 호근서호로62번길 40, 1층 (호근동)",63,4.5,55,0,0.0,서귀포시,서귀포
함덕커피숍,카페,영업,제주특별자치도 제주시 조천읍 함덕리 3085번지 ,"제주특별자치도 제주시 조천읍 신북로 476, 1층",261,3.9,96,0,0.0,제주시,조천
동백,카페,영업,제주특별자치도 제주시 조천읍 선흘리 922번지 ,"제주특별자치도 제주시 조천읍 동백로 68, 1층",68,4.4,17,0,0.0,제주시,조천
초,카페,영업,제주특별자치도 제주시 애월읍 금성리 554-1번지 ,"제주특별자치도 제주시 애월읍 금성3길 21, 1층",52,3.7,13,0,0.0,제주시,애월
삼일삼오,카페,영업,제주특별자치도 제주시 구좌읍 하도리 3135번지 ,"제주특별자치도 제주시 구좌읍 해맞이해안로 1542-4, 1층",53,4.1,8,0,0.0,제주시,구좌
꽃향유,카페,영업,"제주특별자치도 제주시 애월읍 고하상로 101, 1층","제주특별자치도 제주시 애월읍 고하상로 101, 1층",123,4.4,22,0,0.0,제주시,애월
투썸플레이스제주애월한담,카페,영업,제주특별자치도 제주시 애월읍 애월리 2489번지 ,"제주특별자치도 제주시 애월읍 애월로1길 19, 지하1~2층",57,3.9,46,0,0.0,제주시,애월
메이즈,카페,영업,제주특별자치도 제주시 구좌읍 평대리 3322번지 메이즈랜드 제1호(2층) ,제주특별자치도 제주시 구좌읍 비자림로 2134-47 (메이즈랜드 제1호(2층)),104,3.9,61,0,0.0,제주시,구좌
위더스트래블,카페,영업,제주특별자치도 제주시 아라일동 6113-16번지 ,"제주특별자치도 제주시 인다9길 29, 1층 (아라일동)",44,3.6,18,0,0.0,제주시,제주
스타벅스커피제주용담DT,카페,영업,제주특별자치도 제주시 용담삼동 2572-4 외1필지(2576-4) ,"제주특별자치도 제주시 서해안로 380, 1층 (용담삼동)",333,3.7,85,0,0.0,제주시,제주
스타벅스제주함덕,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1004-27번지 ,"제주특별자치도 제주시 조천읍 조함해안로 522, 1~2층",261,3.9,96,0,0.0,제주시,조천
픽스커피,카페,영업,제주특별자치도 제주시 아라이동 3009-1번지 ,"제주특별자치도 제주시 신설로11길 2, 1층 (아라이동)",40,4.1,36,0,0.0,제주시,제주
도도톳김밥,카페,영업,제주특별자치도 제주시 구좌읍 세화리 1477-15 ,제주특별자치도 제주시 구좌읍 해맞이해안로 1460,68,4.1,60,0,0.0,제주시,구좌
카페도두,카페,영업,제주특별자치도 제주시 도두이동 705번지 ,"제주특별자치도 제주시 서해안로 342, 1층 (도두이동)",32,4.3,25,0,0.0,제주시,제주
에이바우트커피함덕해수욕장,카페,영업,제주특별자치도 제주시 조천읍 함덕리 1004-28 ,"제주특별자치도 제주시 조천읍 조함해안로 526, 1~2층",50,4.2,36,0,0.0,제주시,조천
섬,카페,영업,제주특별자치도 제주시 한림읍 협재리 2976 ,"제주특별자치도 제주시 한림읍 비양도길 32-5, 1층",52,4.1,35,0,0.0,제주시,한림
플로리아,카페,영업,제주특별자치도 제주시 한림읍 협재리 1825-1 ,"제주특별자치도 제주시 한림읍 협재8길 22, 1층",63,4.0,1,0,0.0,제주시,한림
무우수커피로스터스,카페,영업,제주특별자치도 제주시 조천읍 조천리 2361 ,제주특별자치도 제주시 조천읍 조천11길 22-2,48,4.8,26,0,0.0,제주시,조천
에이바우트커피뷰하귀포구,카페,영업,제주특별자치도 제주시 애월읍 하귀1리 1624-2 ,"제주특별자치도 제주시 애월읍 하귀12길 21-2, 1~3층",52,4.3,63,0,0.0,제주시,애월
더앨리제주애월,카페,영업,제주특별자치도 제주시 애월읍 구엄리 555-6 ,"제주특별자치도 제주시 애월읍 애월해안로 728, 1~2층",80,4.6,34,0,0.0,제주시,애월
공설,카페,영업,제주특별자치도 제주시 삼도일동 562-8 ,"제주특별자치도 제주시 공설로 15, 1층 (삼도일동)",42,4.7,19,0,0.0,제주시,제주
스타벅스제주서해안로디티,카페,영업,제주특별자치도 제주시 용담삼동 1020-1 ,"제주특별자치도 제주시 서해안로 624, 1,2층 (용담삼동)",174,4.1,53,0,0.0,제주시,제주
더카페,카페,영업,제주특별자치도 제주시 조천읍 조천리 686-1 ,"제주특별자치도 제주시 조천읍 조천18길 50-7, 1층",172,4.0,58,0,0.0,제주시,조천
취다선,카페,영업,"제주특별자치도 서귀포시 성산읍 오조리 398-10번지 , 지하1층 ","제주특별자치도 서귀포시 성산읍 해맞이해안로 2688, 지하1층",93,4.9,44,0,0.0,서귀포시,성산
스타벅스커피 제주송악산,카페,영업,"제주특별자치도 서귀포시 대정읍 상모리 133번지 1,2층 ","제주특별자치도 서귀포시 대정읍 형제해안로 322 (1,2층)",83,3.5,36,0,0.0,서귀포시,대정
테라로사 서귀포지,카페,영업,제주특별자치도 서귀포시 하효동 1306-1 ,제주특별자치도 서귀포시 칠십리로658번길 27-16 (하효동),390,4.1,144,0,0.0,서귀포시,서귀포
제주아이까페,카페,영업,제주특별자치도 서귀포시 성산읍 성산리 296-10번지 3동 ,"제주특별자치도 서귀포시 성산읍 일출로288번길 8, 3동",41,3.7,3,0,0.0,서귀포시,성산
한국맥도날드(유)제주월드컵스타디움DT,패스트푸드,영업,제주특별자치도 서귀포시 강정동 231-1번지 ,"제주특별자치도 서귀포시 일주서로 7, 1,2층 (강정동)",33,4.8,6,0,0.0,서귀포시,중문
치치퐁,카페,영업,제주특별자치도 서귀포시 안덕면 사계리 171-4번지 ,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-62,44,4.7,30,0,0.0,서귀포시,안덕
와랑와랑,카페,영업,제주특별자치도 서귀포시 남원읍 위미리 875-1번지 ,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,97,4.3,56,0,0.0,서귀포시,남원
이니스프리,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 1235-1 ,제주특별자치도 서귀포시 안덕면 신화역사로 435,327,4.3,73,0,0.0,서귀포시,안덕
성읍랜드,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2045-1번지 ,제주특별자치도 서귀포시 표선면 번영로 2650,78,4.8,62,0,0.0,서귀포시,표선
목장카페드르쿰다,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2873번지 ,"제주특별자치도 서귀포시 표선면 번영로 2454, 1층",312,4.2,179,0,0.0,서귀포시,표선
스타벅스제주신화월드R,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 산 24번지 지하1층 호텔동 ,"제주특별자치도 서귀포시 안덕면 신화역사로304번길 38, 호텔동 지하1층",68,3.9,23,0,0.0,서귀포시,안덕
아워홈 에스제이에이 카페그랑,카페,영업,제주특별자치도 서귀포시 대정읍 구억리 1159번지 1층 ,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10,55,3.9,22,0,0.0,서귀포시,대정
에코소랑꼬라지오꿈앤카페,카페,영업,제주특별자치도 서귀포시 서홍동 1153-6번지 ,제주특별자치도 서귀포시 일주동로 8777 (서홍동),46,4.9,35,0,0.0,서귀포시,서귀포
스타벅스커피성산일출봉,카페,영업,"제주특별자치도 서귀포시 성산읍 성산리 109-11번지 1,2층 ",제주특별자치도 서귀포시 성산읍 일출로 284-5,147,3.5,45,0,0.0,서귀포시,성산
수망일기,카페,영업,제주특별자치도 서귀포시 남원읍 수망리 360-5번지 1층 ,"제주특별자치도 서귀포시 남원읍 남조로 593-2, 1층",35,4.7,21,0,0.0,서귀포시,남원
오늘의바다,카페,영업,제주특별자치도 서귀포시 법환동 131 ,제주특별자치도 서귀포시 이어도로 990 (법환동),104,4.7,45,0,0.0,서귀포시,서귀포
제주그림카페,카페,영업,제주특별자치도 서귀포시 안덕면 서광리 산 39 제주항공우주박물관 3층 전망대동 ,"제주특별자치도 서귀포시 안덕면 녹차분재로 218, 제주항공우주박물관 전망대동 3층",92,4.4,19,0,0.0,서귀포시,안덕
당포로나인,카페,영업,제주특별자치도 서귀포시 표선면 표선리 43-1 1층 ,"제주특별자치도 서귀포시 표선면 표선당포로 9, 1층",75,4.5,84,0,0.0,서귀포시,표선
오늘은녹차,카페,영업,제주특별자치도 서귀포시 표선면 성읍리 2197 ,"제주특별자치도 서귀포시 표선면 중산간동로 4772, 2층",194,4.3,65,0,0.0,서귀포시,표선
orrrn(오알엔),카페,영업,제주특별자치도 서귀포시 성산읍 오조리 394 ,"제주특별자치도 서귀포시 성산읍 해맞이해안로 2714, 1,2층",215,4.1,60,0,0.0,서귀포시,성산
카페한라산아래첫마을,카페,영업,"제주특별자치도 서귀포시 안덕면 광평리 211번지 , 1층 A동 ","제주특별자치도 서귀포시 안덕면 산록남로 675, A동 1층",154,4.2,81,0,0.0,서귀포시,안덕
플라이오조,카페,영업,제주특별자치도 서귀포시 성산읍 오조리 792-1번지 ,제주특별자치도 서귀포시 성산읍 오조로85번길 44,41,4.3,22,0,0.0,서귀포시,성산
